,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^GSPTSE,^TWII,^TWII,^TWII,^TWII,^TWII,^TWII,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^AXJO,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^N225,^N225,^N225,^N225,^N225,^N225,^KS11,^KS11,^KS11,^KS11,^KS11,^KS11,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^SSMI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^NDX,^NDX,^NDX,^NDX,^NDX,^NDX,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,MSCI_China,MSCI_China
,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,open,high,low,close,volume,vwap,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05,9633.2998047,9654.7998047,9608.2998047,9619.0996094,98597500.0,9627.39974,,,,,,,4121.5,4132.3999023,4113.8999023,4132.3999023,0.0,0.0,1176.12,1183.56,1176.12,1181.39,1870800000.0,1180.36,11695.97,11786.65,11695.97,11774.31,80400000.0,11738.225,,,,,,,32473.0,32476.0,32242.0,32385.0,562106600.0,32394.0,4896.7,4943.8,4896.7,4942.9,0.0,4920.025,5923.2001953,5959.3999023,5916.0,5947.3999023,46903600.0,5940.93327,,,,,,,1480.99,1487.26,1477.55,1483.75,741693500.0,1482.3875,4356.6201172,4366.7099609,4352.8500977,4362.6098633,69605700.0,4360.72331,4074.88989,4090.62988,4069.55005,4087.93994,106211000.0,4082.70662,32.744726,
2005-04-06,9605.0,9673.2998047,9597.9003906,9673.0,122971600.0,9648.06673,6025.2900391,6046.1601562,6006.8100586,6013.4902344,2671200.0,6022.146,4133.6000977,4154.8999023,4110.0,4118.8999023,0.0,0.0,1181.39,1189.34,1181.39,1184.07,1797400000.0,1184.93,11783.74,11841.25,11760.71,11827.16,72300000.0,11803.215,985.65,990.34,975.28,988.0,473800.0,984.8175,32418.0,32527.0,32402.0,32508.0,558052200.0,32463.75,4942.9,4953.6,4937.4,4947.4,0.0,4945.325,5967.7998047,6002.3999023,5965.5,6002.3999023,84566400.0,5990.09993,,,,,,,1487.15,1497.39,1477.97,1480.67,834390300.0,1485.795,4373.1601562,4379.1801758,4360.8100586,4379.1801758,83582700.0,4373.0568,4094.13989,4108.50977,4093.06006,4106.99023,109172400.0,4102.85335,32.947869,
2005-04-07,9656.7001953,9701.4003906,9623.7001953,9625.4003906,145802000.0,9650.16699,6032.0097656,6043.1000977,5971.7597656,5971.7597656,3350600.0,5995.53255,4123.3999023,4133.3999023,4115.1000977,4127.7998047,0.0,0.0,1184.07,1191.88,1183.81,1191.14,1900620000.0,1188.94,11848.49,11848.49,11757.87,11810.99,83000000.0,11816.46,991.36,993.03,985.87,988.9,571300.0,989.79,32525.0,32856.0,32525.0,32856.0,717734200.0,32690.5,4947.4,4984.5,4947.4,4977.0,0.0,4964.075,6003.2998047,6023.7001953,5978.2001953,6023.7001953,143303800.0,6008.53353,,,,,,,1481.13,1499.71,1481.13,1499.71,819680000.0,1490.42,4368.3500977,4394.1801758,4354.7797852,4389.5200195,98553800.0,4379.49333,4111.50977,4130.93018,4099.91016,4124.37012,111063000.0,4118.40348,33.001775,
2005-04-08,9637.7001953,9661.4003906,9615.5996094,9623.7001953,86215400.0,9633.56673,6002.3500977,6028.5498047,5997.2900391,6024.0698242,2547200.0,6016.62907,4136.8999023,4165.5,4136.8999023,4165.5,0.0,0.0,1191.14,1191.75,1181.13,1181.2,1661330000.0,1184.69,11867.15,11911.9,11839.66,11874.75,90800000.0,11873.365,995.87,996.9,989.56,992.17,489900.0,993.625,32943.0,32964.0,32755.0,32812.0,988093100.0,32868.5,4977.0,4994.1,4975.0,4983.6,0.0,4982.425,6037.3999023,6041.7001953,6005.2001953,6016.6000977,45899400.0,6021.16683,,,,,,,1499.93,1503.21,1485.43,1485.6,675253700.0,1493.5425,4399.4399414,4413.2402344,4393.4301758,4400.6801758,81370100.0,4402.4502,4134.31982,4143.93018,4122.60986,4124.29004,87803600.0,4130.27669,33.303504,
2005-04-11,9649.0996094,9649.0996094,9621.7001953,9643.7001953,84074100.0,9638.16667,6021.3300781,6021.3300781,5969.3999023,5979.4199219,2204800.0,5990.04264,4160.8999023,4160.8999023,4128.7001953,4132.6000977,0.0,0.0,1181.2,1184.07,1178.69,1181.21,1525310000.0,1181.32,11847.92,11847.92,11744.86,11745.64,65600000.0,11796.585,988.21,988.5,981.74,985.94,411800.0,986.0975,32680.0,32944.0,32680.0,32852.0,905713900.0,32789.0,4983.6,4983.6,4964.0,4973.2,0.0,4976.1,5997.0,6020.1000977,5996.6000977,6014.7001953,25986200.0,6010.4668,,,,,,,1490.43,1492.32,1477.13,1478.55,614070700.0,1484.6075,4388.8100586,4406.1098633,4380.4799805,4396.0898438,63100700.0,4394.22656,4107.0,4123.87988,4102.0,4117.62012,83466000.0,4114.5,33.087244,
2005-04-12,9662.2998047,9683.2001953,9579.0996094,9629.0,110468400.0,9630.43327,5974.7099609,5995.9301758,5955.2402344,5993.8901367,1961000.0,5981.67936,4130.0,4142.0,4127.6000977,4142.0,0.0,0.0,1181.21,1190.17,1170.85,1187.76,1979830000.0,1182.93,11739.05,11764.01,11657.66,11670.3,62100000.0,11707.755,982.44,985.99,979.73,981.79,477500.0,982.4875,32909.0,32916.0,32648.0,32669.0,766649000.0,32785.5,4973.2,4973.8,4941.1,4946.2,0.0,4958.575,6011.7001953,6015.7001953,5986.2001953,5988.1000977,41389600.0,5996.66683,,,,,,,1477.01,1490.1,1460.42,1489.16,932983300.0,1479.1725,4395.8798828,4401.7998047,4366.25,4372.1201172,73418500.0,4380.05664,4112.70996,4116.31982,4089.16992,4096.81006,85840200.0,4100.7666,32.961692,
2005-04-13,9633.7998047,9634.2001953,9492.0996094,9492.0996094,137711500.0,9539.46647,6004.4902344,6008.6000977,5990.2001953,5998.0800781,2184800.0,5998.95264,4142.7001953,4160.3999023,4129.3999023,4135.0,0.0,0.0,1187.76,1187.76,1171.4,1173.79,2049740000.0,1177.65,11688.22,11718.78,11602.94,11637.52,72100000.0,11661.865,985.82,986.82,979.31,981.31,438100.0,983.315,32768.0,32850.0,32682.0,32698.0,766117800.0,32749.5,4946.2,4973.8,4946.2,4960.8,0.0,4956.75,6018.5,6024.3999023,6006.3999023,6012.2998047,47781200.0,6014.36654,,,,,,,1484.39,1484.46,1459.97,1461.68,781113600.0,1472.625,4395.3398438,4410.9501953,4393.0600586,4405.6899414,91897900.0,4403.2334,4122.97022,4126.52002,4114.27002,4116.8501,92884400.0,4119.21338,33.199231,
2005-04-14,9523.0996094,9539.2998047,9396.9003906,9409.5996094,128765100.0,9448.59993,5966.8398438,5994.9902344,5964.3300781,5976.6801758,2465800.0,5978.65951,4131.1000977,4131.1000977,4079.5,4082.3000488,0.0,0.0,1173.79,1174.67,1161.7,1162.05,2355040000.0,1166.14,11578.78,11580.55,11474.82,11563.17,81800000.0,11549.33,973.4,973.86,953.92,953.92,419600.0,963.775,32580.0,32669.0,32524.0,32587.0,688353300.0,32590.0,4960.8,4960.8,4937.0,4945.4,0.0,4951.0,6001.0,6036.5,5998.2001953,6030.5,56403400.0,6021.7334,,,,,,,1461.83,1462.81,1440.35,1441.13,942717900.0,1451.53,4385.6098633,4422.8798828,4380.8701172,4402.0498047,109288700.0,4401.93327,4100.62988,4126.14014,4097.87012,4111.10986,94288600.0,4111.70671,32.901568,
2005-04-15,9416.0,9416.0,9275.2001953,9277.0996094,115267400.0,9322.7666,5946.2001953,5946.2001953,5875.6699219,5888.3701172,3225600.0,5903.40609,4067.6999512,4067.6999512,4010.8000488,4014.3000488,0.0,0.0,1162.05,1162.05,1141.92,1142.62,2689960000.0,1148.86,11463.15,11463.15,11343.73,11370.69,95400000.0,11410.18,954.61,955.38,940.04,947.22,378300.0,949.3125,32597.0,32597.0,31816.0,31816.0,864141300.0,32206.5,4945.4,4945.4,4891.6,4891.6,0.0,4918.5,6029.1000977,6037.2998047,5992.0,6019.0,149983200.0,6016.09993,,,,,,,1425.73,1434.47,1407.82,1408.59,1234322500.0,1419.1525,4381.4501953,4384.5097656,4309.25,4312.25,155451000.0,4335.33659,4083.94995,4084.90991,4032.28003,4032.28003,139406400.0,4049.82332,32.367469,
2005-04-18,9243.7001953,9343.5996094,9243.7001953,9331.0,104960000.0,9306.09993,5809.7597656,5809.7597656,5679.3500977,5715.1601562,3243200.0,5734.74967,4001.8000488,4001.8000488,3958.3000488,3959.3999023,0.0,0.0,1142.62,1148.92,1139.8,1145.98,2180670000.0,1144.9,11223.65,11223.65,10920.66,10938.44,130800000.0,11076.6,930.85,934.37,917.41,925.0,367600.0,926.9075,31221.0,31221.0,30724.0,31052.0,882873400.0,31054.5,4891.6,4891.6,4794.8,4827.1,0.0,4851.275,5945.8999023,5946.3999023,5896.1000977,5925.3999023,112923600.0,5922.6333,,,,,,,1406.3,1418.76,1405.09,1409.98,882382600.0,1410.0325,4266.2700195,4266.2700195,4182.8598633,4202.2001953,174369400.0,4217.11003,3975.25,3975.25,3930.62988,3949.59009,158371400.0,3951.82332,31.350403,
2005-04-19,9395.9003906,9432.7998047,9331.0,9415.7001953,146846700.0,9393.16667,5736.9702148,5773.3198242,5726.9599609,5748.3500977,2540200.0,5749.5363,3968.3000488,4021.1999512,3968.3000488,4021.1999512,0.0,0.0,1145.98,1154.67,1145.98,1152.78,2142700000.0,1151.14,11019.76,11082.84,10966.46,11065.86,100200000.0,11033.73,931.6,936.7,928.77,932.45,360800.0,932.38,31258.0,31263.0,31074.0,31087.0,754825200.0,31170.5,4833.6,4862.6,4833.6,4855.6,0.0,4846.35,5966.6000977,5997.1000977,5954.2998047,5977.8999023,78401400.0,5976.43327,,,,,,,1419.53,1424.03,1410.54,1420.8,908363200.0,1418.725,4211.2597656,4225.5600586,4192.3300781,4204.6098633,112569100.0,4207.5,3971.72998,3973.63989,3954.41992,3962.38989,102136200.0,3963.48324,31.749989,
2005-04-20,9443.4003906,9471.5996094,9357.2001953,9378.0996094,111774200.0,9402.2998,5799.8500977,5799.8500977,5683.0,5693.0097656,2779200.0,5725.27962,4025.6999512,4053.8000488,4011.3999023,4022.6000977,0.0,0.0,1152.78,1155.5,1136.15,1137.5,2217050000.0,1143.05,11173.84,11199.38,11052.38,11088.58,85000000.0,11128.545,940.36,948.73,930.06,937.36,410500.0,939.1275,31250.0,31281.0,30911.0,31025.0,793508500.0,31116.75,4859.9,4873.6,4817.8,4822.0,0.0,4843.325,5967.0,5971.7998047,5914.6000977,5914.7001953,87762200.0,5933.70003,,,,,,,1430.25,1432.11,1404.86,1406.85,1068315200.0,1418.5175,4215.1899414,4224.2099609,4166.5297852,4178.6201172,127601000.0,4189.78662,3979.75,3983.54004,3944.31006,3950.02002,104986600.0,3959.29004,31.809647,
2005-04-21,9383.2001953,9405.7998047,9349.4003906,9405.7998047,107220400.0,9387.0,5565.4101562,5725.4799805,5565.4101562,5721.9902344,2931800.0,5670.95312,4014.5,4020.1999512,3988.1000977,4013.8999023,0.0,0.0,1137.5,1159.95,1137.5,1159.95,2308560000.0,1152.47,10950.73,11001.31,10770.58,10984.39,102200000.0,10926.7525,925.17,941.63,916.74,939.14,443300.0,930.67,30862.0,31287.0,30862.0,31161.0,648672900.0,31043.0,4821.7,4839.1,4805.5,4819.6,0.0,4821.475,5889.2998047,5927.5,5887.6000977,5903.0,74916400.0,5906.03337,,,,,,,1423.62,1448.37,1419.25,1447.37,975333000.0,1434.6525,4160.2597656,4210.8198242,4159.9501953,4193.7001953,115113500.0,4188.15674,3933.22998,3972.57007,3933.22998,3951.02002,109772200.0,3952.27336,31.957544,
2005-04-22,9394.5996094,9426.2001953,9349.0996094,9367.5,86125000.0,9380.93327,5777.4902344,5799.7299805,5741.4902344,5747.0898438,2737600.0,5762.76302,4022.6000977,4048.0,4022.6000977,4034.1000977,0.0,0.0,1159.95,1159.95,1142.95,1152.12,2045880000.0,1151.67,11116.61,11134.99,11045.95,11045.95,82600000.0,11085.875,952.8,952.96,940.78,940.79,438300.0,946.8325,31442.0,31442.0,31283.0,31325.0,377607600.0,31373.0,4857.0,4859.0,4837.8,4849.3,0.0,4850.775,5919.5,5926.7998047,5900.1000977,5912.8999023,42464400.0,5913.2666,,,,,,,1437.97,1438.72,1412.63,1421.21,849755700.0,1427.6325,4210.1801758,4235.3999023,4208.75,4223.0400391,92986300.0,4222.39665,3977.75,3985.80005,3967.79004,3980.17993,82783200.0,3977.92334,32.517022,
2005-04-25,9391.0996094,9447.9003906,9367.5,9416.0996094,78980000.0,9410.5,5753.2402344,5771.3798828,5727.4199219,5758.3100586,1916000.0,5752.36296,,,,,,,1152.12,1164.05,1152.12,1162.1,1795030000.0,1159.42,11064.95,11114.45,11020.59,11073.77,58100000.0,11068.44,936.25,946.87,932.76,946.17,387300.0,940.5125,31297.0,31381.0,31206.0,31364.0,196251900.0,31312.0,4848.4,4867.8,4841.3,4864.9,0.0,4855.6,5910.3999023,5919.3999023,5871.3999023,5899.8999023,42828400.0,5896.8999,,,,,,,1430.99,1439.63,1426.73,1437.31,688669600.0,1433.665,4214.9702148,4249.8598633,4204.9301758,4246.9599609,73287900.0,4233.91667,3973.75,3997.05005,3966.1001,3993.07007,73739400.0,3985.40674,32.532203,
2005-04-26,9409.5,9464.4003906,9405.5996094,9427.7001953,120865900.0,9432.56673,5773.7700195,5815.1401367,5755.8798828,5805.25,2363200.0,5792.08285,4035.8000488,4050.6000977,4016.5,4027.8000488,0.0,0.0,1162.1,1164.8,1151.83,1151.83,1959740000.0,1156.15,11085.75,11085.75,11019.94,11035.83,65300000.0,11056.8175,947.31,949.33,944.3,944.46,429900.0,946.35,31414.0,31414.0,31143.0,31322.0,609507800.0,31323.25,4864.8,4879.6,4831.5,4845.5,0.0,4855.35,5913.6000977,5919.3999023,5880.5,5914.0,71581200.0,5904.6333,,,,,,,1431.75,1446.82,1420.43,1420.43,808379000.0,1429.8575,4247.0498047,4247.4702148,4209.9501953,4233.7597656,106143700.0,4230.39339,3997.88989,4000.12012,3970.72998,3993.04004,72852000.0,3987.96338,32.85696,
2005-04-27,9392.5996094,9427.7001953,9321.5996094,9323.5,116946200.0,9357.59993,5806.6899414,5817.9199219,5777.4101562,5778.2700195,2004200.0,5791.19303,4017.0,4024.8999023,3997.1000977,4019.0,0.0,0.0,1151.74,1159.87,1144.42,1156.38,2151520000.0,1153.56,10968.77,11022.44,10968.58,11005.42,82700000.0,10991.3025,936.34,936.37,924.44,930.16,398200.0,931.8275,31202.0,31239.0,30817.0,30946.0,566084300.0,31051.0,4840.2,4840.2,4780.6,4789.4,0.0,4812.6,5894.6000977,5898.2998047,5820.0,5840.5,93504600.0,5852.93327,,,,,,,1413.22,1429.11,1409.49,1423.76,858931500.0,1418.895,4219.6499023,4219.6499023,4157.5097656,4189.0200195,130772100.0,4188.72656,3960.04004,3978.06006,3917.28003,3927.67993,132260600.0,3941.00667,32.677402,
2005-04-28,9326.2998047,9329.0,9268.5,9275.0996094,123163700.0,9290.86654,5775.25,5842.2700195,5755.0800781,5842.2700195,2198200.0,5813.19938,4010.3000488,4018.1000977,4003.6999512,4011.6000977,0.0,0.0,1156.38,1156.38,1143.22,1143.22,2182270000.0,1147.61,10979.05,11008.9,10892.71,11008.9,105600000.0,10972.39,931.34,931.96,917.71,917.73,369800.0,924.685,31037.0,31062.0,30742.0,30841.0,536377400.0,30920.5,4792.8,4820.7,4775.5,4790.2,0.0,4794.8,5865.2998047,5870.5,5833.1000977,5850.1000977,79691000.0,5851.2334,,,,,,,1418.12,1425.69,1408.84,1409.29,865225100.0,1415.485,4204.7202148,4215.3500977,4159.8701172,4178.1000977,127120400.0,4184.4401,3940.15991,3950.6001,3895.41992,3911.44995,148216800.0,3919.15666,32.756317,
2005-04-29,9345.7001953,9369.2998047,9275.0996094,9369.2998047,115199000.0,9337.89974,5810.3398438,5818.0698242,5780.9702148,5818.0698242,2167400.0,5805.69613,4000.6000977,4000.8999023,3969.1000977,3983.1999512,0.0,0.0,1143.22,1156.97,1139.19,1156.85,2362360000.0,1151.0,,,,,,,907.63,914.25,902.88,911.3,335600.0,909.015,30713.0,31047.0,30713.0,30911.0,502277300.0,30846.0,4790.0,4824.4,4773.7,4801.7,0.0,4797.45,5821.8999023,5881.7998047,5821.8999023,5870.7998047,69205000.0,5858.1665,,,,,,,1420.64,1422.42,1394.36,1420.79,1000053200.0,1414.5525,4163.2299805,4208.3198242,4159.6601562,4184.8398438,118041800.0,4184.27327,3882.41992,3930.59009,3882.41992,3911.70996,106678200.0,3908.23999,32.605334,
2005-05-02,9349.0996094,9433.0996094,9347.9003906,9430.2001953,106986600.0,9403.7334,,,,,,,3991.0,4014.8999023,3990.6999512,4011.3000488,0.0,0.0,1156.85,1162.87,1154.71,1162.16,1980040000.0,1159.91,10954.21,11035.95,10913.97,11002.11,59600000.0,10976.56,916.48,918.45,912.43,918.42,298900.0,916.445,31019.0,31225.0,31004.0,31150.0,356515600.0,31099.5,,,,,,,5901.2001953,5937.7998047,5890.2001953,5924.6000977,36485200.0,5917.53337,,,,,,,1421.9,1430.05,1415.6,1423.71,706528400.0,1422.815,4208.6298828,4235.6401367,4205.0498047,4224.0200195,56288300.0,4221.56999,3928.70996,3945.06006,3920.87988,3938.77002,50948600.0,3934.90332,32.60117,
2005-05-03,9407.5996094,9430.2001953,9367.5996094,9371.0,133493800.0,9389.59993,5845.1401367,5865.8999023,5818.2202148,5818.2202148,2478000.0,5834.10628,4015.3999023,4031.1000977,3974.1000977,3986.3000488,0.0,0.0,1162.16,1166.89,1156.71,1161.17,2167020000.0,1161.59,,,,,,,920.94,923.53,911.14,913.82,373000.0,917.3575,31178.0,31239.0,31071.0,31224.0,477302000.0,31178.0,4815.0,4862.9,4815.0,4861.2,0.0,4838.525,5929.1000977,5933.7001953,5901.6000977,5933.7001953,77181400.0,5923.00016,,,,,,,1421.28,1436.6,1421.28,1427.61,924572500.0,1426.6925,4229.9902344,4245.6699219,4218.0600586,4245.5400391,80737000.0,4236.42334,3953.25,3956.58008,3934.71997,3955.92993,78560000.0,3949.07666,32.604918,
2005-05-04,9403.2001953,9473.7001953,9371.0,9473.2998047,115690600.0,9439.33333,5827.7402344,5831.0200195,5793.25,5803.6801758,2248600.0,5809.30957,3988.8999023,3988.8999023,3935.6000977,3947.1000977,0.0,0.0,1161.17,1176.01,1161.17,1175.65,2306480000.0,1170.94,,,,,,,916.29,931.19,916.29,929.35,330700.0,923.28,31281.0,31301.0,31126.0,31266.0,524798800.0,31243.5,4866.9,4882.5,4847.9,4882.5,0.0,4869.95,5945.2998047,6002.1000977,5936.2001953,6001.8999023,98267000.0,5980.06673,,,,,,,1431.06,1453.2,1429.62,1452.2,909244400.0,1441.52,4249.1899414,4264.7998047,4225.2099609,4264.3500977,100807800.0,4251.45329,3968.03003,3987.62988,3950.54004,3987.62988,90894800.0,3975.2666,32.696247,
2005-05-05,9483.7001953,9525.4003906,9473.2998047,9476.2998047,134711500.0,9491.66667,5851.5,5957.8701172,5851.5,5927.5,3738600.0,5912.28271,3955.1999512,3966.1999512,3926.6000977,3956.1000977,0.0,0.0,1175.65,1178.62,1166.77,1172.63,1997100000.0,1172.67,,,,,,,,,,,,,31401.0,31456.0,31312.0,31435.0,496300400.0,31401.0,4893.7,4917.6,4891.8,4902.3,0.0,4901.35,,,,,,,,,,,,,1450.73,1457.34,1441.94,1450.16,857684900.0,1450.0425,4271.0297852,4306.1499023,4271.0297852,4299.5097656,70374900.0,4292.22982,3995.19995,4025.96997,3995.19995,4019.3501,62031400.0,4013.50667,33.257161,
2005-05-06,9536.2001953,9553.7001953,9476.2998047,9522.7001953,110020500.0,9517.56673,5932.0400391,5974.8598633,5917.0200195,5967.9599609,3067600.0,5953.27262,3957.3000488,3987.3000488,3954.1999512,3983.3000488,0.0,0.0,1172.63,1177.75,1170.5,1171.35,1707200000.0,1173.2,11119.78,11192.17,11109.33,11192.17,75600000.0,11153.3625,933.38,942.67,933.24,940.85,314700.0,937.535,31319.0,31422.0,31245.0,31412.0,628223600.0,31349.5,4902.4,4924.6,4897.6,4918.9,0.0,4910.875,6005.7998047,6027.2001953,5984.3999023,6027.1000977,54500800.0,6012.90007,,,,,,,1460.26,1460.76,1449.7,1456.0,712757700.0,1456.68,4297.1401367,4314.9799805,4276.1601562,4311.0600586,86066000.0,4300.7334,4020.0,4041.16992,4004.27002,4033.45996,71962200.0,4026.29997,33.232108,
2005-05-09,9548.0996094,9561.2001953,9507.2001953,9561.2001953,96554100.0,9543.2002,5957.9199219,5973.6000977,5950.6298828,5966.8500977,2567800.0,5963.68604,3986.5,4009.1000977,3974.6000977,3999.1999512,0.0,0.0,1171.35,1178.87,1169.38,1178.84,1857020000.0,1175.7,11199.1,11199.1,11119.48,11171.32,81300000.0,11172.25,942.01,942.32,926.48,935.2,362500.0,936.5025,31390.0,31390.0,31262.0,31345.0,578068700.0,31346.75,4922.6,4928.7,4895.1,4910.3,0.0,4914.175,6018.8999023,6019.2998047,5987.6000977,6002.8999023,36394400.0,6003.2666,,,,,,,1455.68,1463.38,1446.77,1463.38,636794600.0,1457.3025,4305.6899414,4306.3198242,4277.6401367,4292.4101562,74161500.0,4292.12337,4028.51001,4033.37012,4011.45996,4020.18994,73316000.0,4021.67334,33.412388,
2005-05-10,9570.2998047,9570.2998047,9472.0996094,9493.5996094,162181200.0,9511.99967,5973.3701172,5976.8300781,5939.4799805,5949.7998047,2560800.0,5955.36263,3998.3000488,4018.3999023,3977.3999023,3992.1999512,0.0,0.0,1178.84,1178.84,1162.98,1166.22,1889660000.0,1169.35,11193.22,11211.36,11125.0,11159.46,85100000.0,11172.26,939.18,941.45,933.56,934.28,347700.0,937.1175,31372.0,31464.0,31036.0,31036.0,733224400.0,31227.0,4910.8,4929.1,4880.2,4892.4,0.0,4903.125,6007.8999023,6015.8999023,5917.5,5917.5,90458400.0,5950.29997,,,,,,,1453.25,1458.4,1445.11,1450.36,726084600.0,1451.78,4299.6401367,4306.1801758,4245.2597656,4251.1298828,108707600.0,4267.52327,4021.25,4035.6499,3990.58008,4000.25,81995400.0,4008.82666,33.336576,
2005-05-11,9520.5996094,9520.5996094,9436.7998047,9446.4003906,140702000.0,9467.93327,5900.7202148,5925.0200195,5900.7202148,5917.1298828,2147200.0,5914.28271,3986.8000488,4007.1000977,3980.3000488,4005.6999512,0.0,0.0,1166.22,1171.77,1157.71,1171.11,1834970000.0,1166.86,11091.26,11120.7,11038.26,11120.7,71700000.0,11092.73,927.31,928.43,921.01,923.38,268600.0,925.0325,31021.0,31227.0,30957.0,31116.0,780554200.0,31080.25,4892.6,4896.6,4868.2,4875.4,0.0,4883.2,5910.6000977,5936.2998047,5900.7001953,5919.8999023,62898400.0,5918.96663,,,,,,,1452.31,1461.02,1432.83,1459.55,812242700.0,1451.4275,4246.8798828,4273.2797852,4232.3999023,4244.1601562,103359100.0,4249.94661,3977.98999,4009.37988,3977.11011,3979.53003,92289000.0,3988.67334,33.050959,
2005-05-12,9446.5,9450.9003906,9297.2998047,9331.7001953,117357700.0,9359.9668,5917.9902344,5934.6000977,5906.3701172,5934.6000977,2219200.0,5925.18278,4004.8999023,4028.8999023,4003.3000488,4028.8999023,0.0,0.0,1171.11,1173.37,1157.76,1159.36,1995290000.0,1163.5,11118.13,11135.5,11069.69,11077.94,70600000.0,11100.315,923.26,928.87,921.21,921.21,307800.0,923.6375,31240.0,31394.0,31223.0,31337.0,628787000.0,31298.5,4883.4,4909.8,4883.4,4893.2,0.0,4892.45,5930.6000977,5959.3999023,5926.6000977,5948.7001953,54786400.0,5944.90007,,,,,,,1459.07,1468.17,1446.97,1454.79,799737600.0,1457.25,4265.2202148,4280.6899414,4255.3798828,4267.0498047,102539300.0,4267.70654,4010.69995,4022.8501,4004.42993,4015.6499,98640200.0,4014.30998,33.017523,
2005-05-13,9341.0996094,9358.2001953,9269.5,9278.5,118822800.0,9302.06673,5931.5297852,6001.1899414,5925.6699219,5981.4799805,3003200.0,5969.43929,4018.5,4018.6000977,3990.6000977,4012.1000977,0.0,0.0,1159.36,1163.75,1146.18,1154.05,2188590000.0,1154.66,11044.71,11103.08,11017.79,11049.11,79000000.0,11053.6725,918.77,925.08,910.72,923.19,295700.0,919.44,31195.0,31373.0,31189.0,31373.0,662043500.0,31282.5,4891.9,4891.9,4854.2,4886.5,0.0,4881.125,5935.2001953,5956.8999023,5930.7998047,5943.0,43647200.0,5943.56657,,,,,,,1459.23,1478.89,1455.88,1470.63,897305800.0,1466.1575,4255.6201172,4275.8100586,4241.6699219,4275.7001953,103405400.0,4264.39339,3996.97998,4017.88989,3990.47998,4017.88989,96173800.0,4008.75326,32.64419,
2005-05-16,9304.7998047,9330.7001953,9261.5,9323.2998047,107715300.0,9305.16667,5992.3100586,5997.7700195,5925.8798828,5925.8798828,2757800.0,5949.83594,4001.1999512,4001.1999512,3960.1999512,3965.3999023,0.0,0.0,1154.05,1165.75,1153.64,1165.69,1856860000.0,1161.69,11045.29,11048.85,10935.53,10947.22,68500000.0,10994.2225,925.41,935.53,925.05,929.04,405500.0,928.7575,31354.0,31417.0,31262.0,31333.0,741152300.0,31341.5,4873.2,4887.7,4869.0,4884.2,0.0,4878.525,,,,,,,,,,,,,1470.31,1481.32,1465.85,1480.68,627468700.0,1474.54,4266.8198242,4273.8798828,4251.9902344,4262.1801758,49739900.0,4262.68343,3990.45996,4015.3999,3990.45996,4010.97998,68528800.0,4005.61328,32.638011,
2005-05-17,9326.4003906,9371.7998047,9310.0,9371.4003906,110747600.0,9351.06673,5939.3100586,5943.9199219,5879.1899414,5894.0097656,2339000.0,5905.69922,3971.0,3984.1999512,3943.8000488,3954.5,0.0,0.0,1165.69,1174.35,1159.86,1173.8,1887260000.0,1169.34,11046.3,11066.76,10788.59,10825.39,86300000.0,10931.76,938.27,940.8,921.77,927.16,288200.0,932.0,31413.0,31425.0,31016.0,31060.0,621613500.0,31228.5,4884.3,4902.0,4880.7,4898.5,0.0,4891.375,5961.1000977,5966.0,5935.5,5945.1000977,50122400.0,5948.8667,,,,,,,1474.05,1490.14,1469.44,1490.14,712086700.0,1480.9425,4274.2900391,4276.9301758,4232.6699219,4251.7700195,82449600.0,4253.79004,4022.51001,4022.51001,3994.79004,4006.18994,90808200.0,4007.83,31.908298,
